 2,  e1 + d1e1,  3,  d2 + e1 + d2e1,  3,  d3 + a1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  3,  d3 + a3 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b3 + e3a2,  2,  e1 + e1a3,  1,  e2a3,  2,  b2 + e3a3, ,  4,  a1 + b1 + c3 + a1b1,  2,  b1 + a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c1 + a3b2,  3,  a1 + c2 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  3,  b1 + c1 + b1c1,  1,  b2c1,  3,  c1 + d3 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  3,  b3 + d1 + b3c2,  4,  b1 + c3 + d2 + b1c3,  2,  b2 + b2c3,  2,  c3 + b3c3, ,  2,  d1 + c1d1,  3,  c2 + d1 + c2d1,  3,  c3 + e3 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e1 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 3,  e1 + a3 + d1e1,  2,  d2 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  2,  e2 + e2a2,  1,  e3a2,  3,  e1 + b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  2,  a1 + a1b1,  2,  b1 + a2b1,  3,  b1 + c3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  3,  a3 + c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  d1 + d1e1,  2,  e1 + d2e1,  4,  d3 + e1 + a3 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b1 + e3a2,  2,  b2 + e1a3,  1,  e2a3,  2,  e3 + e3a3, ,  2,  a1 + a1b1,  2,  b1 + a2b1,  3,  b1 + c3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  3,  a3 + c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 3,  e1 + a3 + d1e1,  2,  d2 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b1 + e3a2,  2,  b2 + e1a3,  1,  e2a3,  2,  e3 + e3a3, ,  2,  a1 + a1b1,  2,  b1 + a2b1,  3,  b1 + c3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  3,  a3 + c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 2,  d1 + d1e1,  2,  e1 + d2e1,  4,  d3 + e1 + a3 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  2,  e2 + e2a2,  1,  e3a2,  3,  e1 + b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  2,  a1 + a1b1,  2,  b1 + a2b1,  3,  b1 + c3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  3,  a3 + c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 3,  e1 + a3 + d1e1,  2,  d2 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  2,  e2 + e2a2,  1,  e3a2,  3,  e1 + b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  2,  a1 + a1b1,  2,  b1 + a2b1,  3,  b1 + c3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  3,  a3 + c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 1,  d1e1,  3,  d2 + a2 + d2e1,  2,  d3 + d3e1,  2,  a1 + d1e2,  2,  d2 + d2e2,  1,  d3e2,  4,  d1 + e3 + a3 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  1,  e2a2,  2,  e3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  2,  c1 + a1b1,  2,  b1 + a2b1,  3,  a3 + b1 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c3 + a3b2,  2,  c2 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  2,  d1 + c1d1,  2,  c2 + c2d1,  3,  d1 + e3 + c3d1,  4,  c1 + d2 + e1 + c1d2,  2,  c2 + c2d2,  2,  d2 + c3d2,  1,  c1d3,  2,  c2 + c2d3,  3,  c3 + e2 + c3d3, , 
 1,  d1e1,  3,  d2 + a2 + d2e1,  2,  d3 + d3e1,  2,  a1 + d1e2,  2,  d2 + d2e2,  1,  d3e2,  4,  d1 + e3 + a3 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  1,  e2a2,  2,  e3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  2,  c1 + a1b1,  2,  b1 + a2b1,  3,  a3 + b1 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c3 + a3b2,  2,  c2 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  2,  d1 + c1d1,  2,  c2 + c2d1,  3,  d1 + e3 + c3d1,  2,  e1 + c1d2,  1,  c2d2,  2,  c3 + c3d2,  2,  c1 + c1d3,  1,  c2d3,  2,  e2 + c3d3, , 
 2,  d1 + d1e1,  1,  d2e1,  3,  d3 + a1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b3 + e3a2,  2,  e1 + e1a3,  1,  e2a3,  2,  b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  a1 + d1e1,  3,  d2 + e1 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b3 + e3a2,  2,  e1 + e1a3,  1,  e2a3,  2,  b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  d1 + d1e1,  1,  d2e1,  3,  d3 + a1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  1,  e1a2,  2,  e2 + e2a2,  2,  b3 + e3a2,  2,  a3 + e1a3,  2,  e2 + e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  a1 + d1e1,  3,  d2 + e1 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  1,  e1a2,  2,  e2 + e2a2,  2,  b3 + e3a2,  2,  a3 + e1a3,  2,  e2 + e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  2,  e2 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  d1 + d1e1,  1,  d2e1,  3,  d3 + a1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b3 + e3a2,  2,  e1 + e1a3,  1,  e2a3,  2,  b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 2,  a1 + d1e1,  3,  d2 + e1 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  3,  e3 + b3 + e3a2,  2,  e1 + e1a3,  1,  e2a3,  2,  b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 2,  d1 + d1e1,  1,  d2e1,  3,  d3 + a1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  4,  d1 + e3 + a2 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  1,  e1a2,  2,  e2 + e2a2,  2,  b3 + e3a2,  2,  a3 + e1a3,  2,  e2 + e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 2,  a1 + d1e1,  3,  d2 + e1 + d2e1,  2,  e1 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a3 + d3e2,  2,  a2 + d1e3,  1,  d2e3,  2,  d3 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  1,  e1a2,  2,  e2 + e2a2,  2,  b3 + e3a2,  2,  a3 + e1a3,  2,  e2 + e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  3,  c1 + d1 + c1d1,  2,  e1 + c2d1,  2,  d1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e3 + c3d2,  3,  c1 + e2 + c1d3,  2,  c2 + c2d3,  1,  c3d3, , 
 3,  e1 + a3 + d1e1,  2,  d2 + d2e1,  2,  e1 + d3e1,  3,  d1 + a1 + d1e2,  2,  d2 + d2e2,  1,  d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  4,  d3 + e3 + a2 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e2 + c3d2,  2,  e3 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  d1 + d1e1,  2,  e1 + d2e1,  4,  d3 + e1 + a3 + d3e1,  2,  a1 + d1e2,  1,  d2e2,  2,  d3 + d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  4,  d3 + e3 + a2 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e2 + c3d2,  2,  e3 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 3,  e1 + a3 + d1e1,  2,  d2 + d2e1,  2,  e1 + d3e1,  3,  d1 + a1 + d1e2,  2,  d2 + d2e2,  1,  d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  4,  d3 + e3 + a2 + d3e3, ,  1,  e1a1,  3,  a1 + b1 + e2a1,  3,  e3 + a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  2,  b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e2 + c3d2,  2,  e3 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 2,  d1 + d1e1,  2,  e1 + d2e1,  4,  d3 + e1 + a3 + d3e1,  2,  a1 + d1e2,  1,  d2e2,  2,  d3 + d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  4,  d3 + e3 + a2 + d3e3, ,  1,  e1a1,  3,  a1 + b1 + e2a1,  3,  e3 + a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  2,  b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  3,  a1 + c3 + a1b1,  1,  a2b1,  2,  a3 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  3,  a1 + c1 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  1,  b1c1,  3,  b2 + c1 + b2c1,  3,  c1 + d2 + b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d3 + b3c2,  2,  d1 + b1c3,  1,  b2c3,  2,  b3 + b3c3, ,  1,  c1d1,  3,  c2 + d1 + c2d1,  4,  c3 + d1 + e1 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e2 + c3d2,  2,  e3 + c1d3,  1,  c2d3,  2,  c3 + c3d3, , 
 1,  d1e1,  3,  d2 + a2 + d2e1,  2,  d3 + d3e1,  2,  a1 + d1e2,  2,  d2 + d2e2,  1,  d3e2,  4,  d1 + e3 + a3 + d1e3,  2,  d2 + d2e3,  2,  e3 + d3e3, ,  1,  e1a1,  2,  e2 + e2a1,  3,  e3 + b3 + e3a1,  2,  b1 + e1a2,  1,  e2a2,  2,  e3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  2,  c3 + a1b1,  2,  b1 + a2b1,  3,  a3 + b1 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c1 + a3b2,  2,  c2 + a1b3,  2,  a2 + a2b3,  1,  a3b3, ,  4,  b1 + c1 + d2 + b1c1,  3,  b2 + c1 + b2c1,  1,  b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d1 + b3c2,  2,  b1 + b1c3,  1,  b2c3,  3,  b3 + d3 + b3c3, ,  3,  d1 + e3 + c1d1,  2,  d1 + c2d1,  2,  c3 + c3d1,  2,  c1 + c1d2,  1,  c2d2,  3,  c3 + e1 + c3d2,  1,  c1d3,  2,  c2 + c2d3,  3,  c3 + e2 + c3d3, , 
 2,  a3 + d1e1,  1,  d2e1,  2,  d3 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  3,  e3 + a2 + d3e3, ,  4,  e1 + a1 + b1 + e1a1,  2,  e2 + e2a1,  2,  a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  3,  e1 + a3 + e1a3,  1,  e2a3,  4,  e3 + a3 + b2 + e3a3, ,  3,  b1 + c1 + a1b1,  2,  a2 + a2b1,  2,  b1 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  2,  c3 + a1b3,  1,  a2b3,  2,  a3 + a3b3, ,  4,  b1 + c1 + d2 + b1c1,  3,  b2 + c1 + b2c1,  1,  b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d1 + b3c2,  2,  b1 + b1c3,  1,  b2c3,  3,  b3 + d3 + b3c3, ,  2,  d1 + c1d1,  3,  c2 + d1 + c2d1,  3,  c3 + e3 + c3d1,  4,  c1 + d2 + e1 + c1d2,  2,  c2 + c2d2,  2,  d2 + c3d2,  1,  c1d3,  2,  c2 + c2d3,  2,  e2 + c3d3, , 
 2,  a3 + d1e1,  1,  d2e1,  2,  d3 + d3e1,  2,  d1 + d1e2,  1,  d2e2,  2,  a1 + d3e2,  2,  e3 + d1e3,  2,  d2 + d2e3,  3,  e3 + a2 + d3e3, ,  1,  e1a1,  3,  a1 + b1 + e2a1,  3,  e3 + a1 + e3a1,  2,  e1 + e1a2,  1,  e2a2,  2,  b3 + e3a2,  2,  b2 + e1a3,  2,  e2 + e2a3,  1,  e3a3, ,  3,  b1 + c1 + a1b1,  2,  a2 + a2b1,  2,  b1 + a3b1,  2,  a1 + a1b2,  1,  a2b2,  2,  c2 + a3b2,  2,  c3 + a1b3,  1,  a2b3,  2,  a3 + a3b3, ,  4,  b1 + c1 + d2 + b1c1,  3,  b2 + c1 + b2c1,  1,  b3c1,  2,  b1 + b1c2,  1,  b2c2,  2,  d1 + b3c2,  2,  b1 + b1c3,  1,  b2c3,  3,  b3 + d3 + b3c3, ,  2,  d1 + c1d1,  3,  c2 + d1 + c2d1,  3,  c3 + e3 + c3d1,  4,  c1 + d2 + e1 + c1d2,  2,  c2 + c2d2,  2,  d2 + c3d2,  1,  c1d3,  2,  c2 + c2d3,  2,  e2 + c3d3, , 
